EmployeeID,Department,Designation,Experience,CollegeTier,Salary
1246,Support,Intern,13,Tier 3,964716
1247,HR,Lead,19,Tier 3,1821138
1248,Operations,Manager,2,Tier 2,1143112
1249,Support,Senior Dev,5,Tier 2,1010200
1250,HR,Director,12,Tier 3,1938244
1251,IT,Analyst,1,Tier 1,468519
1252,HR,Intern,1,Tier 3,247347
1253,Marketing,Senior Dev,14,Tier 3,1456659
1254,IT,Director,12,Tier 3,1913563
1255,IT,Manager,12,Tier 2,1760734
1256,Sales,Analyst,13,Tier 1,1348179
1257,IT,Director,17,Tier 2,2464188
1258,IT,Manager,5,Tier 1,1521871
1259,Marketing,Director,10,Tier 3,1790733
1260,Operations,Manager,1,Tier 2,1063947
1261,Support,Manager,18,Tier 3,1956430
1262,IT,Manager,18,Tier 2,2161828
1263,IT,Senior Dev,18,Tier 2,1860913
1264,Operations,Analyst,9,Tier 2,933256
1265,Operations,Manager,1,Tier 1,1225677
1266,HR,Senior Dev,10,Tier 3,1219841
1267,IT,Lead,14,Tier 3,1535032
1268,Sales,Manager,18,Tier 3,1994936
1269,Sales,Intern,2,Tier 3,295448
1270,Finance,Lead,13,Tier 3,1459074
1271,Operations,Manager,6,Tier 3,1261823
1272,Finance,Senior Dev,15,Tier 3,1493291
1273,Marketing,Intern,0,Tier 2,222003
1274,Marketing,Lead,3,Tier 2,972406
1275,HR,Lead,7,Tier 3,1113312
1276,HR,Manager,4,Tier 1,1396382
1277,Support,Analyst,19,Tier 2,1557292
1278,Marketing,Senior Dev,19,Tier 1,2178187
1279,Finance,Intern,5,Tier 2,572454
1280,IT,Director,17,Tier 1,2760422
1281,Sales,Lead,4,Tier 3,942371
1282,Support,Analyst,2,Tier 1,526238
1283,IT,Director,13,Tier 3,1981174
1284,Support,Director,4,Tier 2,1592908
1285,Support,Analyst,4,Tier 1,649481
1286,IT,Director,5,Tier 2,1627758
1287,Finance,Senior Dev,9,Tier 1,1419022
1288,IT,Senior Dev,6,Tier 2,1051476
1289,Support,Senior Dev,0,Tier 1,742740
1290,Operations,Director,17,Tier 3,2237596
1291,Marketing,Intern,17,Tier 1,1542076
1292,Finance,Associate,12,Tier 1,1370671
1293,Sales,Associate,3,Tier 1,736424
1294,IT,Analyst,2,Tier 1,548744
1295,IT,Intern,10,Tier 1,974798
1296,HR,Director,19,Tier 3,2365039
1297,Finance,Intern,3,Tier 1,470121
1298,Sales,Manager,19,Tier 1,2557487
1299,IT,Manager,17,Tier 2,2103223
1300,Marketing,Director,2,Tier 3,1304056
1301,Support,Senior Dev,19,Tier 3,1740620
1302,Sales,Director,5,Tier 3,1529945
1303,IT,Associate,9,Tier 1,1188404
1304,HR,Intern,16,Tier 2,1299352
1305,Finance,Senior Dev,16,Tier 3,1533191
1306,Finance,Intern,8,Tier 1,845000
1307,Sales,Analyst,0,Tier 2,349723
1308,IT,Senior Dev,15,Tier 2,1626172
1309,Marketing,Intern,0,Tier 3,193561
1310,IT,Director,17,Tier 1,2765281
1311,IT,Senior Dev,7,Tier 3,1015364
1312,Sales,Director,10,Tier 3,1797425
1313,Operations,Director,7,Tier 3,1618602
1314,Finance,Director,7,Tier 3,1613472
1315,IT,Analyst,14,Tier 1,1403080
1316,Finance,Intern,12,Tier 3,921186
1317,Marketing,Associate,4,Tier 2,704111
1318,Support,Intern,11,Tier 3,852614
1319,Finance,Associate,4,Tier 1,811991
1320,HR,Manager,12,Tier 3,1642423
1321,HR,Intern,10,Tier 1,1006224
1322,HR,Intern,12,Tier 1,1148082
1323,Sales,Director,2,Tier 2,1457479
1324,Finance,Lead,16,Tier 3,1648052
1325,Finance,Senior Dev,19,Tier 2,1906804
1326,Marketing,Analyst,7,Tier 1,914857
1327,IT,Director,13,Tier 3,1998355
1328,Sales,Associate,10,Tier 3,974531
1329,Sales,Intern,14,Tier 3,1048098
1330,HR,Senior Dev,6,Tier 2,1085890
1331,HR,Director,18,Tier 3,2278138
1332,Operations,Manager,4,Tier 1,1436732
1333,Operations,Manager,7,Tier 1,1625439
1334,Marketing,Manager,9,Tier 2,1596533
1335,Sales,Director,14,Tier 1,2533279
1336,Sales,Associate,15,Tier 1,1639251
1337,Sales,Lead,16,Tier 3,1647630
1338,Support,Associate,7,Tier 1,1047991
1339,Sales,Analyst,7,Tier 1,905144
1340,Operations,Lead,1,Tier 2,837182
1341,Finance,Associate,17,Tier 3,1415538
1342,Sales,Director,16,Tier 1,2720979
1343,Sales,Manager,3,Tier 3,1076189
1344,Finance,Associate,8,Tier 3,909560
1345,Marketing,Associate,17,Tier 1,1791857
1346,HR,Associate,3,Tier 1,720227
1347,HR,Director,7,Tier 1,2012153
1348,Operations,Senior Dev,12,Tier 3,1332676
1349,Marketing,Lead,15,Tier 3,1579503
1350,Finance,Director,1,Tier 3,1287866
1351,Finance,Intern,9,Tier 2,829838
1352,Finance,Analyst,16,Tier 1,1603279
1353,Operations,Analyst,17,Tier 3,1316806
1354,Finance,Manager,8,Tier 2,1510168
1355,Support,Associate,7,Tier 1,1033714
1356,Operations,Associate,13,Tier 2,1323419
1357,Support,Intern,17,Tier 1,1522413
1358,Operations,Senior Dev,19,Tier 3,1712461
1359,Operations,Senior Dev,19,Tier 1,2191804
1360,Finance,Analyst,11,Tier 1,1197935
1361,Operations,Senior Dev,18,Tier 2,1851453
1362,Operations,Lead,16,Tier 1,2101183
1363,HR,Senior Dev,2,Tier 2,792841
1364,Support,Associate,6,Tier 3,740736
1365,Support,Associate,11,Tier 3,1080408
1366,IT,Senior Dev,14,Tier 3,1466849
1367,Support,Associate,12,Tier 2,1241933
1368,Operations,Manager,7,Tier 1,1653069
1369,HR,Associate,7,Tier 1,1050533
1370,Finance,Associate,6,Tier 1,949334
1371,IT,Manager,11,Tier 2,1728719
1372,Operations,Analyst,10,Tier 1,1123927
1373,Finance,Director,10,Tier 2,2008712
1374,Sales,Analyst,12,Tier 1,1264921
1375,Support,Intern,1,Tier 1,340268
1376,IT,Director,14,Tier 3,2065731
1377,Sales,Analyst,17,Tier 2,1466638
1378,Operations,Manager,14,Tier 2,1920850
1379,Support,Lead,11,Tier 3,1387804
1380,IT,Intern,10,Tier 2,877044
1381,Support,Manager,0,Tier 2,968706
1382,Operations,Associate,18,Tier 3,1466406
1383,IT,Manager,6,Tier 1,1584019
1384,Sales,Lead,14,Tier 2,1673496
1385,Operations,Intern,4,Tier 1,549806
1386,HR,Manager,7,Tier 2,1463321
1387,Operations,Lead,15,Tier 3,1592656
1388,IT,Senior Dev,11,Tier 1,1570860
1389,HR,Analyst,2,Tier 2,448832
1390,IT,Intern,3,Tier 2,436231
1391,Operations,Analyst,2,Tier 1,516727
1392,Marketing,Intern,9,Tier 1,952185
1393,Sales,Manager,10,Tier 3,1472520
1394,Operations,Lead,9,Tier 3,1244196
1395,Support,Analyst,13,Tier 1,1334566
1396,Marketing,Associate,1,Tier 3,461656
1397,Support,Analyst,15,Tier 3,1207900
1398,HR,Lead,8,Tier 1,1496699
1399,Finance,Intern,3,Tier 3,397701
1400,Support,Intern,9,Tier 2,803033
1401,Sales,Associate,11,Tier 3,1056832
1402,IT,Associate,13,Tier 3,1200189
1403,Sales,Senior Dev,1,Tier 2,736372
1404,Sales,Associate,19,Tier 1,1946786
1405,Operations,Lead,15,Tier 2,1764546
1406,IT,Senior Dev,5,Tier 1,1107087
1407,Sales,Director,18,Tier 1,2870276
1408,Operations,Intern,3,Tier 1,454596
1409,Operations,Lead,3,Tier 1,1112003
1410,Support,Intern,9,Tier 1,942639
1411,IT,Manager,2,Tier 2,1115705
1412,Support,Associate,4,Tier 3,617909
1413,Operations,Senior Dev,7,Tier 3,1044118
1414,HR,Senior Dev,9,Tier 1,1421661
1415,IT,Manager,13,Tier 3,1688659
1416,Support,Senior Dev,12,Tier 2,1437379
1417,HR,Intern,16,Tier 3,1157766
1418,Support,Lead,6,Tier 1,1297563
1419,IT,Associate,13,Tier 1,1448586
1420,IT,Senior Dev,4,Tier 1,1073583
1421,Support,Lead,19,Tier 2,2021523
1422,Marketing,Intern,1,Tier 1,311029
1423,Marketing,Analyst,17,Tier 3,1304226
1424,Finance,Lead,18,Tier 1,2239848
1425,Marketing,Associate,13,Tier 1,1500506
1426,Support,Intern,12,Tier 3,890541
1427,HR,Lead,5,Tier 2,1083428
1428,IT,Senior Dev,3,Tier 1,993831
1429,Support,Director,18,Tier 1,2877775
1430,Sales,Director,12,Tier 3,1919411
1431,Operations,Manager,16,Tier 3,1888550
1432,Finance,Associate,0,Tier 3,403937
1433,Marketing,Intern,19,Tier 1,1695288
1434,Finance,Director,14,Tier 1,2566026
1435,Marketing,Senior Dev,12,Tier 2,1434448
1436,Operations,Intern,16,Tier 1,1465253
1437,Sales,Lead,3,Tier 1,1119811
1438,IT,Associate,15,Tier 2,1418394
1439,HR,Director,14,Tier 2,2248501
1440,Operations,Director,14,Tier 2,2232509
1441,Support,Associate,10,Tier 2,1118998
1442,IT,Lead,8,Tier 3,1195657
1443,Support,Lead,15,Tier 3,1611796
1444,Marketing,Manager,19,Tier 1,2550268
1445,Marketing,Associate,9,Tier 1,1179865
1446,IT,Manager,2,Tier 2,1146220
1447,Sales,Lead,10,Tier 2,1428272
1448,IT,Senior Dev,12,Tier 3,1325525
1449,Sales,Senior Dev,16,Tier 1,1944570
1450,HR,Intern,12,Tier 2,1000994
1451,Operations,Lead,18,Tier 2,1945833
1452,Operations,Manager,2,Tier 2,1097017
1453,Finance,Senior Dev,18,Tier 1,2099252
1454,HR,Lead,4,Tier 1,1187963
1455,Support,Manager,16,Tier 1,2343201
1456,HR,Associate,4,Tier 3,653363
1457,Operations,Analyst,5,Tier 3,596201
1458,Operations,Associate,3,Tier 3,579309
1459,IT,Manager,6,Tier 2,1412614
1460,Operations,Lead,17,Tier 1,2172130
1461,HR,Intern,0,Tier 1,222839
1462,Marketing,Senior Dev,3,Tier 1,987821
1463,Operations,Lead,8,Tier 2,1281493
1464,IT,Associate,13,Tier 1,1491907
1465,Marketing,Intern,11,Tier 3,867051
1466,Support,Manager,19,Tier 2,2227975
1467,Sales,Analyst,3,Tier 3,473252
1468,Marketing,Associate,11,Tier 1,1332481
1469,Finance,Director,6,Tier 2,1686162
1470,Marketing,Analyst,13,Tier 2,1175015
1471,IT,Manager,9,Tier 2,1586591
1472,IT,Lead,15,Tier 3,1604782
1473,Support,Lead,9,Tier 2,1341896
1474,Support,Analyst,12,Tier 2,1141733
1475,Marketing,Analyst,11,Tier 1,1211800
1476,Support,Manager,12,Tier 3,1595347
1477,Marketing,Manager,10,Tier 3,1472643
1478,IT,Analyst,17,Tier 2,1440681
1479,Marketing,Senior Dev,10,Tier 3,1208328
1480,Finance,Director,3,Tier 3,1367073
1481,IT,Intern,0,Tier 3,200682
1482,HR,Intern,6,Tier 3,561358
1483,HR,Analyst,14,Tier 1,1409289
1484,IT,Director,10,Tier 2,1951171
1485,Marketing,Lead,14,Tier 1,1936903
1486,IT,Associate,6,Tier 1,970601
1487,HR,Associate,11,Tier 3,1066727
1488,Marketing,Senior Dev,13,Tier 2,1493432
1489,Marketing,Manager,4,Tier 2,1242745
1490,Marketing,Lead,17,Tier 3,1718228
1491,Support,Director,2,Tier 3,1342822
1492,Support,Associate,4,Tier 2,705703
1493,Operations,Intern,16,Tier 3,1148322
1494,IT,Manager,18,Tier 1,2467360
1495,HR,Associate,11,Tier 1,1311376
1496,HR,Lead,8,Tier 1,1451304
1497,Marketing,Manager,17,Tier 3,1919300
1498,Operations,Lead,3,Tier 3,875470
1499,Finance,Manager,9,Tier 2,1569352
1500,IT,Associate,6,Tier 1,953365
1501,Operations,Director,0,Tier 3,1179879
1502,Finance,Manager,1,Tier 2,1032171
1503,Sales,Associate,10,Tier 2,1116760
1504,Sales,Lead,6,Tier 3,1074629
1505,Marketing,Director,16,Tier 2,2367008
1506,HR,Senior Dev,1,Tier 2,746669
1507,Operations,Analyst,5,Tier 1,763617
1508,Marketing,Associate,0,Tier 2,457945
1509,Finance,Lead,4,Tier 3,927921
1510,HR,Analyst,15,Tier 1,1516136
1511,Marketing,Lead,1,Tier 1,976137
1512,Marketing,Intern,1,Tier 2,267407
1513,Marketing,Senior Dev,15,Tier 1,1857722
1514,IT,Director,6,Tier 3,1557733
1515,IT,Manager,11,Tier 1,1928535
1516,Finance,Analyst,14,Tier 3,1134487
1517,IT,Lead,5,Tier 3,1000651
1518,Sales,Director,9,Tier 3,1726994
1519,Marketing,Manager,18,Tier 3,1984622
1520,HR,Associate,16,Tier 3,1367823
1521,Support,Senior Dev,6,Tier 1,1188708
1522,Finance,Intern,19,Tier 3,1319369
1523,Support,Intern,3,Tier 1,475573
1524,HR,Intern,19,Tier 3,1340933
1525,HR,Intern,14,Tier 3,1016519
1526,Operations,Director,7,Tier 2,1782932
1527,Finance,Manager,14,Tier 3,1728133
1528,Finance,Lead,19,Tier 3,1824939
1529,Support,Senior Dev,13,Tier 2,1537050
1530,IT,Analyst,8,Tier 2,834823
1531,IT,Manager,16,Tier 2,2045118
1532,Sales,Manager,1,Tier 3,946280
1533,Marketing,Lead,2,Tier 2,914951
1534,Sales,Intern,11,Tier 1,1068648
1535,Finance,Director,9,Tier 2,1925971
1536,HR,Intern,2,Tier 1,391253
1537,Finance,Intern,6,Tier 3,578563
1538,Sales,Associate,17,Tier 3,1428314
1539,HR,Senior Dev,18,Tier 2,1824852
1540,HR,Manager,18,Tier 1,2474450
1541,Sales,Lead,11,Tier 3,1379159
1542,HR,Lead,8,Tier 2,1278403
1543,Finance,Analyst,4,Tier 1,652239
1544,Operations,Analyst,8,Tier 2,849038
1545,Marketing,Director,14,Tier 1,2542447
1546,HR,Senior Dev,13,Tier 1,1732991
1547,Finance,Senior Dev,17,Tier 3,1637657
1548,Sales,Senior Dev,19,Tier 1,2164909
1549,HR,Director,11,Tier 2,2030721
1550,Sales,Analyst,6,Tier 1,832711
1551,IT,Analyst,2,Tier 1,506116
1552,IT,Analyst,2,Tier 2,432282
1553,IT,Senior Dev,17,Tier 1,1996898
1554,Operations,Associate,7,Tier 3,796629
1555,Finance,Senior Dev,0,Tier 1,779611
1556,Operations,Analyst,0,Tier 3,324262
1557,HR,Manager,7,Tier 3,1323380
1558,Support,Lead,15,Tier 2,1750074
1559,HR,Lead,4,Tier 2,1006307
1560,IT,Associate,5,Tier 2,795661
1561,Finance,Analyst,18,Tier 2,1490591
1562,HR,Director,8,Tier 3,1665149
1563,IT,Director,15,Tier 3,2124400
1564,Support,Director,12,Tier 2,2124870
1565,Marketing,Intern,12,Tier 2,1038481
1566,Finance,Manager,3,Tier 1,1353691
1567,Support,Intern,5,Tier 1,596529
1568,Operations,Director,4,Tier 1,1779752
1569,Support,Associate,2,Tier 1,663360
1570,Support,Senior Dev,3,Tier 3,786632
1571,Finance,Lead,19,Tier 2,2018217
1572,Finance,Associate,4,Tier 2,706994
1573,Sales,Intern,8,Tier 2,727587
1574,Sales,Lead,5,Tier 3,1000129
1575,Sales,Analyst,5,Tier 2,660930
1576,HR,Intern,11,Tier 2,972696
1577,Sales,Intern,10,Tier 2,871953
1578,Finance,Intern,14,Tier 2,1160443
1579,HR,Intern,11,Tier 2,934888
1580,HR,Associate,1,Tier 1,591037
1581,Support,Intern,2,Tier 1,370587
1582,Marketing,Associate,15,Tier 2,1436116
1583,Marketing,Director,0,Tier 1,1495556
1584,Finance,Analyst,2,Tier 3,408099
1585,Sales,Lead,1,Tier 3,775096
1586,Support,Associate,18,Tier 2,1611230
1587,Sales,Associate,17,Tier 1,1750433
1588,Support,Lead,10,Tier 2,1439864
1589,IT,Analyst,15,Tier 2,1331855
1590,Operations,Manager,16,Tier 2,2022980
1591,Sales,Associate,11,Tier 2,1154058
1592,Marketing,Lead,14,Tier 3,1542602
1593,Finance,Analyst,2,Tier 1,507576
1594,Sales,Senior Dev,19,Tier 1,2172516
1595,IT,Senior Dev,15,Tier 2,1642433
1596,IT,Associate,1,Tier 2,513346
1597,IT,Analyst,7,Tier 3,700487
1598,Marketing,Analyst,14,Tier 1,1396958
1599,Finance,Director,5,Tier 2,1659112
1600,Operations,Intern,19,Tier 1,1673795
1601,Sales,Lead,0,Tier 2,761447
1602,Marketing,Manager,2,Tier 1,1300811
1603,Finance,Lead,14,Tier 2,1719077
1604,IT,Senior Dev,14,Tier 2,1610510
1605,Sales,Intern,2,Tier 2,331528
1606,HR,Associate,13,Tier 1,1453179
1607,HR,Associate,13,Tier 3,1205267
1608,Marketing,Intern,11,Tier 1,1068952
1609,Support,Senior Dev,6,Tier 3,963160
1610,Operations,Senior Dev,2,Tier 1,920939
1611,Support,Associate,12,Tier 2,1258526
1612,HR,Analyst,17,Tier 2,1472290
1613,Finance,Analyst,0,Tier 3,291125
1614,Support,Intern,1,Tier 3,245223
1615,Marketing,Lead,13,Tier 3,1452597
1616,Support,Lead,13,Tier 2,1600659
1617,Operations,Associate,7,Tier 2,887037
1618,Finance,Analyst,2,Tier 3,436738
1619,Sales,Associate,13,Tier 3,1172010
1620,HR,Senior Dev,19,Tier 3,1752864
1621,Support,Associate,7,Tier 3,813383
1622,Sales,Manager,13,Tier 1,2074249
1623,Support,Lead,5,Tier 3,1004518
1624,Marketing,Senior Dev,15,Tier 2,1624088
1625,IT,Lead,18,Tier 2,1984941
1626,Sales,Director,18,Tier 2,2497330
1627,Support,Analyst,9,Tier 3,831778
1628,Sales,Intern,8,Tier 3,709675
1629,Sales,Director,19,Tier 2,2554412
1630,Support,Associate,6,Tier 2,834365
1631,Support,Associate,8,Tier 3,861002
1632,HR,Director,18,Tier 3,2302142
1633,Marketing,Manager,19,Tier 2,2218493
1634,Support,Lead,5,Tier 1,1254228
1635,Marketing,Associate,3,Tier 3,581655
1636,HR,Manager,16,Tier 2,2065437
1637,Finance,Manager,8,Tier 3,1409711
1638,Operations,Manager,0,Tier 2,971639
1639,HR,Intern,19,Tier 3,1357192
1640,Operations,Lead,13,Tier 3,1479492
1641,Marketing,Director,2,Tier 3,1301240
1642,Finance,Senior Dev,13,Tier 2,1547613
1643,Finance,Senior Dev,8,Tier 3,1055827
1644,HR,Lead,3,Tier 3,900139
1645,IT,Lead,7,Tier 3,1104849
1646,Sales,Intern,8,Tier 3,690572
1647,IT,Analyst,13,Tier 3,1104869
1648,HR,Associate,8,Tier 2,990350
1649,Sales,Associate,15,Tier 1,1630292
1650,Finance,Analyst,16,Tier 2,1407631
1651,Marketing,Analyst,11,Tier 2,1080306
1652,Sales,Lead,10,Tier 1,1624165
1653,Operations,Director,17,Tier 3,2191492
1654,Finance,Manager,4,Tier 1,1408615
1655,Marketing,Manager,19,Tier 2,2258900
1656,Finance,Intern,2,Tier 3,297851
1657,Support,Lead,0,Tier 2,747156
1658,IT,Senior Dev,8,Tier 3,1069900
1659,Marketing,Senior Dev,8,Tier 1,1366403
1660,Marketing,Intern,2,Tier 3,299168
1661,Support,Intern,1,Tier 1,344879
1662,HR,Intern,0,Tier 2,236087
1663,Marketing,Analyst,12,Tier 3,1023110
1664,IT,Analyst,14,Tier 3,1144215
1665,Finance,Director,11,Tier 2,2022581
1666,Marketing,Director,11,Tier 3,1836317
1667,HR,Senior Dev,14,Tier 2,1603678
1668,IT,Senior Dev,8,Tier 2,1203714
1669,Sales,Lead,19,Tier 3,1833132
1670,Support,Intern,7,Tier 3,604868
1671,Sales,Intern,18,Tier 2,1420533
1672,Support,Intern,19,Tier 3,1362892
1673,Marketing,Director,18,Tier 1,2848803
1674,Marketing,Manager,6,Tier 1,1588355
1675,Marketing,Analyst,3,Tier 1,591909
1676,Marketing,Lead,11,Tier 1,1719068
1677,Sales,Manager,2,Tier 2,1103093
1678,IT,Senior Dev,11,Tier 2,1356193
1679,Marketing,Associate,1,Tier 2,527546
1680,Sales,Manager,8,Tier 2,1530752
1681,HR,Associate,7,Tier 3,832070
1682,Sales,Analyst,5,Tier 2,670197
1683,HR,Analyst,17,Tier 2,1448512
1684,HR,Lead,11,Tier 1,1698933
1685,Marketing,Manager,7,Tier 2,1468546
1686,IT,Senior Dev,9,Tier 3,1134000
1687,HR,Intern,12,Tier 2,984800
1688,Support,Analyst,2,Tier 1,525119
1689,Operations,Director,13,Tier 2,2153410
1690,Operations,Lead,15,Tier 2,1786044
1691,Operations,Analyst,19,Tier 2,1584519
1692,Sales,Intern,16,Tier 2,1252796
1693,IT,Analyst,5,Tier 3,613056
1694,HR,Manager,13,Tier 1,2124128
1695,Sales,Senior Dev,7,Tier 1,1282418
1696,HR,Director,19,Tier 3,2347755
1697,Sales,Analyst,0,Tier 3,307465
1698,Operations,Senior Dev,6,Tier 3,946724
1699,IT,Senior Dev,16,Tier 3,1547087
1700,Finance,Lead,9,Tier 2,1339482
1701,Marketing,Associate,8,Tier 1,1120952
1702,Sales,Intern,4,Tier 1,524912
1703,HR,Senior Dev,8,Tier 2,1191623
1704,Support,Analyst,18,Tier 2,1532602
1705,Support,Analyst,6,Tier 1,844334
1706,Finance,Intern,8,Tier 1,842054
1707,IT,Senior Dev,12,Tier 2,1444207
1708,Operations,Analyst,10,Tier 1,1129285
1709,HR,Associate,18,Tier 3,1471386
1710,Finance,Analyst,12,Tier 3,1049518
1711,Operations,Analyst,13,Tier 1,1372780
1712,IT,Associate,0,Tier 1,514199
1713,Marketing,Intern,11,Tier 3,838210
1714,Finance,Director,11,Tier 1,2340639
1715,IT,Lead,7,Tier 2,1257284
1716,Finance,Associate,12,Tier 3,1134299
1717,Support,Associate,15,Tier 2,1422432
1718,Operations,Intern,12,Tier 1,1175398
1719,Marketing,Manager,4,Tier 1,1432383
1720,Support,Manager,13,Tier 1,2083654
1721,Sales,Manager,12,Tier 2,1807726
1722,Support,Intern,16,Tier 2,1268190
1723,Support,Associate,19,Tier 2,1687377
1724,IT,Director,17,Tier 1,2749033
1725,HR,Director,3,Tier 2,1505373
1726,Marketing,Director,0,Tier 2,1314995
1727,Sales,Analyst,17,Tier 1,1652402
1728,Finance,Intern,14,Tier 3,1020651
1729,Marketing,Senior Dev,7,Tier 1,1258395
1730,Sales,Director,16,Tier 1,2706576
1731,Support,Associate,11,Tier 2,1180409
1732,Support,Associate,18,Tier 3,1469086
1733,Marketing,Analyst,8,Tier 1,950889
1734,IT,Analyst,8,Tier 1,994353
1735,Marketing,Senior Dev,1,Tier 1,829610
1736,Finance,Director,10,Tier 1,2279340
1737,Finance,Manager,9,Tier 1,1779101
1738,Sales,Associate,17,Tier 3,1394658
1739,Finance,Director,8,Tier 1,2110312
1740,Sales,Director,6,Tier 1,1966619
1741,Operations,Senior Dev,2,Tier 3,709539
1742,Marketing,Lead,5,Tier 2,1081777
1743,Finance,Director,5,Tier 2,1653154
1744,Support,Director,15,Tier 1,2622997
1745,Operations,Senior Dev,7,Tier 2,1114785
1746,Finance,Analyst,16,Tier 2,1409160
1747,Support,Manager,11,Tier 3,1581618
1748,Marketing,Senior Dev,10,Tier 3,1204624
1749,IT,Senior Dev,12,Tier 3,1291998
1750,HR,Lead,4,Tier 2,1013428
1751,Operations,Intern,16,Tier 3,1139342
1752,Operations,Lead,5,Tier 3,1004587
1753,IT,Senior Dev,10,Tier 1,1525715
1754,Operations,Lead,2,Tier 2,908268
1755,Operations,Analyst,8,Tier 1,981788
1756,Operations,Senior Dev,5,Tier 2,996027
1757,Sales,Manager,11,Tier 2,1728849
1758,Operations,Director,2,Tier 3,1308626
1759,Finance,Senior Dev,11,Tier 2,1395758
1760,IT,Intern,8,Tier 2,721134
1761,Support,Intern,7,Tier 2,667434
1762,HR,Analyst,15,Tier 2,1337775
1763,Marketing,Analyst,3,Tier 2,518384
1764,Marketing,Senior Dev,6,Tier 3,966129
1765,HR,Lead,4,Tier 2,1020390
1766,Support,Director,3,Tier 1,1734332
1767,HR,Lead,0,Tier 1,872840
1768,Support,Associate,14,Tier 2,1378179
1769,Support,Senior Dev,18,Tier 1,2118796
1770,HR,Lead,9,Tier 3,1250379
1771,Sales,Senior Dev,17,Tier 1,1997011
1772,IT,Lead,2,Tier 1,1049698
1773,Operations,Intern,14,Tier 3,1056558
1774,IT,Analyst,10,Tier 1,1106120
1775,Support,Manager,5,Tier 2,1298767
1776,Finance,Lead,4,Tier 3,923703
1777,Finance,Senior Dev,1,Tier 2,707951
1778,IT,Senior Dev,19,Tier 3,1736039
1779,Support,Associate,11,Tier 3,1078613
1780,Marketing,Director,0,Tier 2,1307438
1781,IT,Manager,3,Tier 2,1163744
1782,Support,Intern,12,Tier 2,1024417
1783,Operations,Manager,4,Tier 1,1402069
1784,IT,Associate,2,Tier 3,545370
1785,Marketing,Director,12,Tier 3,1914323
1786,IT,Analyst,13,Tier 1,1367093
1787,IT,Associate,10,Tier 3,976591
1788,Operations,Manager,9,Tier 3,1421826
1789,Support,Director,17,Tier 3,2208693
1790,Support,Analyst,14,Tier 1,1448492
1791,HR,Lead,9,Tier 2,1389780
1792,Operations,Lead,4,Tier 2,1010313
1793,HR,Intern,4,Tier 2,485778
1794,Operations,Manager,5,Tier 3,1200403
1795,Sales,Senior Dev,17,Tier 1,2001139
1796,HR,Intern,8,Tier 1,838800
1797,Operations,Analyst,12,Tier 1,1265538
1798,Sales,Lead,14,Tier 1,1909973
1799,Support,Lead,19,Tier 1,2304704
1800,Finance,Lead,12,Tier 2,1568575
1801,Marketing,Senior Dev,15,Tier 3,1512261
1802,IT,Manager,3,Tier 2,1185716
1803,Sales,Analyst,4,Tier 2,579848
1804,Support,Manager,16,Tier 1,2296932
1805,Finance,Associate,1,Tier 3,438556
1806,Support,Analyst,18,Tier 2,1534633
1807,Operations,Lead,1,Tier 2,856591
1808,Operations,Director,12,Tier 3,1946882
1809,HR,Analyst,16,Tier 2,1356340
1810,IT,Senior Dev,13,Tier 2,1504766
1811,Operations,Lead,11,Tier 3,1356132
1812,Marketing,Senior Dev,11,Tier 1,1545138
1813,HR,Lead,6,Tier 2,1190083
1814,Operations,Lead,18,Tier 3,1769840
1815,Marketing,Intern,2,Tier 3,327772
1816,Support,Analyst,14,Tier 2,1250762
1817,Operations,Director,3,Tier 3,1389420
1818,HR,Associate,16,Tier 3,1349554
1819,Operations,Manager,17,Tier 1,2404919
1820,Sales,Senior Dev,18,Tier 1,2082452
1821,IT,Analyst,6,Tier 3,678980
1822,Marketing,Director,7,Tier 2,1753307
1823,Support,Associate,4,Tier 3,635232
1824,Finance,Associate,4,Tier 3,653171
1825,Operations,Manager,18,Tier 1,2455238
1826,Operations,Manager,1,Tier 1,1194842
1827,Sales,Lead,12,Tier 3,1393630
1828,Support,Analyst,11,Tier 3,940485
1829,Finance,Intern,10,Tier 3,796086
1830,Operations,Senior Dev,4,Tier 3,835552
1831,Marketing,Senior Dev,19,Tier 3,1711960
1832,Finance,Associate,13,Tier 1,1474689
1833,HR,Senior Dev,11,Tier 3,1243893
1834,Operations,Analyst,16,Tier 1,1545882
1835,IT,Senior Dev,18,Tier 3,1687529
1836,IT,Associate,15,Tier 2,1438635
1837,Marketing,Intern,19,Tier 3,1339535
1838,Support,Intern,5,Tier 1,602166
1839,Sales,Director,3,Tier 2,1495269
1840,Operations,Intern,10,Tier 3,798064
1841,Marketing,Associate,14,Tier 1,1571098
1842,HR,Manager,10,Tier 2,1632991
1843,Support,Director,18,Tier 3,2286593
1844,Sales,Associate,16,Tier 2,1496386
1845,IT,Manager,13,Tier 3,1653802
1846,IT,Director,17,Tier 2,2433083
1847,Marketing,Senior Dev,18,Tier 1,2092190
1848,Marketing,Analyst,14,Tier 3,1161971
1849,Marketing,Lead,6,Tier 2,1169132
1850,Support,Lead,2,Tier 2,891503
1851,Marketing,Manager,8,Tier 1,1729631
1852,Marketing,Intern,19,Tier 3,1349852
1853,Support,Manager,16,Tier 3,1832384
1854,Sales,Analyst,16,Tier 1,1560072
1855,IT,Associate,7,Tier 1,1009482
