OrderDetailID,OrderID,ProductID,Quantity,Price
OD001395,O00456,P0183,3,39317.67
OD001396,O00456,P0049,2,67370.28
OD001397,O00456,P0102,1,41702.42
OD001398,O00457,P0258,2,97930.34
OD001399,O00457,P0264,2,80067.34
OD001400,O00457,P0384,2,60553.36
OD001401,O00457,P0265,3,92589.48
OD001402,O00457,P0204,1,36853.4
OD001403,O00458,P0287,1,28596.46
OD001404,O00459,P0170,1,26961.11
OD001405,O00459,P0156,2,74164.72
OD001406,O00459,P0295,2,395.62
OD001407,O00459,P0227,2,72027.92
OD001408,O00459,P0313,3,110722.8
OD001409,O00460,P0276,1,17066.13
OD001410,O00461,P0420,2,2144.98
OD001411,O00461,P0446,1,42866.03
OD001412,O00461,P0479,3,61939.65
OD001413,O00461,P0212,1,24638.09
OD001414,O00461,P0208,3,137981.85
OD001415,O00462,P0179,1,15898.63
OD001416,O00463,P0114,3,35694.45
OD001417,O00463,P0430,3,130055.04
OD001418,O00463,P0239,2,2806.48
OD001419,O00463,P0181,2,14342.58
OD001420,O00464,P0071,2,63780.52
OD001421,O00465,P0119,1,23790.55
OD001422,O00465,P0308,3,21575.43
OD001423,O00466,P0375,2,22169.76
OD001424,O00466,P0050,2,97676.36
OD001425,O00466,P0184,1,40592.32
OD001426,O00466,P0110,3,125205.84
OD001427,O00466,P0314,1,23667.18
OD001428,O00467,P0114,1,11898.15
OD001429,O00467,P0290,1,26416.08
OD001430,O00467,P0401,2,8418.08
OD001431,O00467,P0322,2,74675.08
OD001432,O00467,P0005,3,52666.62
OD001433,O00468,P0314,2,47334.36
OD001434,O00469,P0155,3,21514.71
OD001435,O00469,P0272,3,143854.62
OD001436,O00469,P0129,1,26497.65
OD001437,O00469,P0399,1,8358.74
OD001438,O00469,P0306,1,44948.53
OD001439,O00470,P0278,2,40456.76
OD001440,O00471,P0043,3,95470.65
OD001441,O00471,P0065,1,46224.7
OD001442,O00471,P0273,3,108026.04
OD001443,O00472,P0019,1,14547.49
OD001444,O00473,P0483,2,16750.58
OD001445,O00473,P0353,2,25808.32
OD001446,O00473,P0173,1,36346.52
OD001447,O00473,P0291,2,77595.96
OD001448,O00473,P0486,3,10177.89
OD001449,O00474,P0435,3,143900.76
OD001450,O00474,P0132,1,16953.1
OD001451,O00474,P0219,2,8707.86
OD001452,O00474,P0112,3,21379.35
OD001453,O00474,P0202,1,30815.56
OD001454,O00475,P0186,1,39743.81
OD001455,O00476,P0147,2,7030.5
OD001456,O00476,P0291,1,38797.98
OD001457,O00477,P0131,2,50269.88
OD001458,O00477,P0238,3,19027.41
OD001459,O00477,P0489,3,90473.22
OD001460,O00477,P0219,3,13061.79
OD001461,O00477,P0366,1,7198.86
OD001462,O00478,P0104,1,25936.71
OD001463,O00479,P0471,1,4287.8
OD001464,O00479,P0446,3,128598.09
OD001465,O00480,P0382,1,10297.15
OD001466,O00480,P0284,3,28576.68
OD001467,O00481,P0464,2,79150.34
OD001468,O00481,P0440,1,27504.54
OD001469,O00481,P0317,3,146184.15
OD001470,O00482,P0402,2,10304.32
OD001471,O00482,P0040,2,55891.3
OD001472,O00483,P0488,3,59290.53
OD001473,O00484,P0113,2,15376.84
OD001474,O00484,P0164,1,9669.61
OD001475,O00484,P0449,1,31877.19
OD001476,O00484,P0366,1,7198.86
OD001477,O00485,P0423,3,110706.21
OD001478,O00485,P0127,2,86439.86
OD001479,O00486,P0180,3,45537.9
OD001480,O00486,P0036,1,24513.98
OD001481,O00486,P0090,2,9082.44
OD001482,O00486,P0382,1,10297.15
OD001483,O00486,P0034,3,70359.51
OD001484,O00487,P0275,3,120782.82
OD001485,O00487,P0074,3,94801.77
OD001486,O00488,P0372,3,39744.84
OD001487,O00488,P0420,1,1072.49
OD001488,O00489,P0387,3,111334.47
OD001489,O00489,P0200,1,13941.44
OD001490,O00489,P0164,3,29008.83
OD001491,O00489,P0211,3,127787.91
OD001492,O00490,P0254,2,63563.34
OD001493,O00490,P0244,1,44739.64
OD001494,O00490,P0437,3,50017.62
OD001495,O00490,P0367,3,137014.77
OD001496,O00490,P0225,1,34961.77
OD001497,O00491,P0478,2,90428.92
OD001498,O00491,P0315,2,12902.46
OD001499,O00491,P0026,3,40212.09
OD001500,O00491,P0221,1,25026.69
OD001501,O00491,P0416,3,6564.21
OD001502,O00492,P0028,2,338.04
OD001503,O00492,P0319,3,52560.45
OD001504,O00492,P0183,3,39317.67
OD001505,O00492,P0203,3,34424.31
OD001506,O00493,P0054,3,148209.21
OD001507,O00493,P0386,1,26873.03
OD001508,O00494,P0001,3,137432.34
OD001509,O00494,P0495,3,53044.65
OD001510,O00494,P0332,1,47413.18
OD001511,O00494,P0123,2,7684.94
OD001512,O00494,P0265,1,30863.16
OD001513,O00495,P0420,1,1072.49
OD001514,O00495,P0098,1,30136.38
OD001515,O00495,P0314,1,23667.18
OD001516,O00495,P0029,2,3493.64
OD001517,O00496,P0167,2,19615.54
OD001518,O00497,P0034,2,46906.34
OD001519,O00498,P0268,2,99262.2
OD001520,O00498,P0084,2,49939.34
OD001521,O00498,P0461,2,33969.74
OD001522,O00498,P0378,1,44960.42
OD001523,O00498,P0049,2,67370.28
OD001524,O00499,P0325,2,16610.06
OD001525,O00499,P0268,3,148893.3
OD001526,O00499,P0200,3,41824.32
OD001527,O00499,P0085,3,99549.84
OD001528,O00499,P0426,3,99483.48
OD001529,O00500,P0003,1,48147.23
OD001530,O00500,P0025,2,65365.6
OD001531,O00500,P0334,3,33337.29
OD001532,O00500,P0318,3,45853.26
OD001533,O00500,P0426,3,99483.48
OD001534,O00501,P0181,3,21513.87
OD001535,O00502,P0013,1,2877.19
OD001536,O00503,P0339,1,15732.96
OD001537,O00503,P0445,1,39696.35
OD001538,O00503,P0113,3,23065.26
OD001539,O00503,P0032,3,66397.17
OD001540,O00504,P0001,3,137432.34
OD001541,O00504,P0100,3,22008.24
OD001542,O00504,P0079,2,4201.74
OD001543,O00504,P0256,1,38096.03
OD001544,O00504,P0207,1,31811.6
OD001545,O00505,P0386,3,80619.09
OD001546,O00505,P0471,2,8575.6
OD001547,O00505,P0049,3,101055.42
OD001548,O00505,P0253,3,86577.21
OD001549,O00505,P0206,2,32835.72
OD001550,O00506,P0476,1,635.14
OD001551,O00507,P0433,1,38386.31
OD001552,O00507,P0447,3,28525.56
OD001553,O00507,P0352,2,45129.18
OD001554,O00507,P0332,3,142239.54
OD001555,O00507,P0246,1,13452.24
OD001556,O00508,P0318,2,30568.84
OD001557,O00508,P0212,1,24638.09
OD001558,O00509,P0346,1,13256.96
OD001559,O00509,P0498,3,69081.69
OD001560,O00509,P0261,3,103942.83
OD001561,O00509,P0065,1,46224.7
OD001562,O00510,P0190,3,94840.47
OD001563,O00511,P0235,3,108055.71
OD001564,O00511,P0276,1,17066.13
OD001565,O00511,P0085,3,99549.84
OD001566,O00511,P0024,1,25649.5
OD001567,O00511,P0341,2,63876.98
OD001568,O00512,P0093,3,131924.88
OD001569,O00513,P0146,2,36238.98
OD001570,O00513,P0024,3,76948.5
OD001571,O00513,P0272,1,47951.54
OD001572,O00513,P0106,1,33426.3
OD001573,O00514,P0088,3,71587.05
OD001574,O00515,P0275,2,80521.88
OD001575,O00516,P0227,2,72027.92
OD001576,O00517,P0055,3,29543.07
OD001577,O00517,P0328,1,7635.87
OD001578,O00517,P0141,2,17607.72
OD001579,O00517,P0316,3,31410.96
OD001580,O00517,P0254,3,95345.01
OD001581,O00518,P0348,3,58311.09
OD001582,O00518,P0011,3,37919.79
OD001583,O00519,P0053,3,86216.73
OD001584,O00520,P0366,1,7198.86
OD001585,O00520,P0105,2,3268.92
OD001586,O00521,P0425,1,23771.25
OD001587,O00521,P0442,3,144149.19
OD001588,O00522,P0048,3,47907.78
OD001589,O00522,P0077,3,95310.78
OD001590,O00522,P0148,3,87845.19
OD001591,O00523,P0340,2,94611.4
OD001592,O00523,P0485,2,95008.48
OD001593,O00523,P0046,3,101193.81
OD001594,O00524,P0146,3,54358.47
OD001595,O00524,P0267,3,111377.79
OD001596,O00525,P0072,1,30586.09
OD001597,O00525,P0451,3,97633.68
OD001598,O00526,P0124,2,77292.06
OD001599,O00526,P0418,1,11635.18
OD001600,O00526,P0007,2,7279.46
OD001601,O00526,P0139,1,38016.17
OD001602,O00527,P0156,1,37082.36
OD001603,O00527,P0066,2,81888.84
OD001604,O00527,P0428,1,36183.78
OD001605,O00527,P0109,2,58341.42
OD001606,O00527,P0116,3,21551.67
OD001607,O00528,P0448,3,22534.23
OD001608,O00528,P0274,3,109508.37
OD001609,O00529,P0026,2,26808.06
OD001610,O00529,P0097,3,64201.65
OD001611,O00530,P0235,2,72037.14
OD001612,O00530,P0139,3,114048.51
OD001613,O00531,P0022,1,33123.51
OD001614,O00531,P0423,2,73804.14
OD001615,O00531,P0209,3,77629.83
OD001616,O00531,P0293,3,1460.34
OD001617,O00532,P0438,2,51734.68
OD001618,O00532,P0252,1,27839.73
OD001619,O00532,P0161,3,86993.7
OD001620,O00532,P0086,1,45414.18
OD001621,O00532,P0360,3,134259.66
OD001622,O00533,P0160,2,82766.9
OD001623,O00533,P0427,1,32006.32
OD001624,O00533,P0244,3,134218.92
OD001625,O00533,P0205,2,7789.2
OD001626,O00533,P0175,2,21426.98
OD001627,O00534,P0340,1,47305.7
OD001628,O00534,P0168,1,16016.13
OD001629,O00534,P0132,2,33906.2
OD001630,O00535,P0293,2,973.56
OD001631,O00535,P0053,3,86216.73
OD001632,O00535,P0299,3,124803.18
OD001633,O00535,P0058,1,19851.06
OD001634,O00536,P0012,1,16101.89
OD001635,O00537,P0276,3,51198.39
OD001636,O00537,P0296,3,20657.25
OD001637,O00537,P0159,3,50661.93
OD001638,O00537,P0422,2,47390.44
OD001639,O00537,P0372,3,39744.84
OD001640,O00538,P0440,2,55009.08
OD001641,O00538,P0013,2,5754.38
OD001642,O00539,P0110,3,125205.84
OD001643,O00539,P0225,2,69923.54
OD001644,O00539,P0267,3,111377.79
OD001645,O00540,P0265,1,30863.16
OD001646,O00540,P0409,3,144209.07
OD001647,O00540,P0066,1,40944.42
OD001648,O00540,P0102,1,41702.42
OD001649,O00540,P0016,2,91677.02
OD001650,O00541,P0003,1,48147.23
OD001651,O00541,P0351,2,33738.58
OD001652,O00542,P0389,1,2990.09
OD001653,O00542,P0102,1,41702.42
OD001654,O00542,P0219,3,13061.79
OD001655,O00543,P0022,3,99370.53
OD001656,O00543,P0445,2,79392.7
OD001657,O00543,P0051,3,2721.51
OD001658,O00543,P0109,3,87512.13
OD001659,O00543,P0476,2,1270.28
OD001660,O00544,P0426,3,99483.48
OD001661,O00544,P0083,3,102439.89
OD001662,O00545,P0273,2,72017.36
OD001663,O00545,P0244,3,134218.92
OD001664,O00545,P0012,3,48305.67
OD001665,O00545,P0048,1,15969.26
OD001666,O00546,P0309,3,14988.09
OD001667,O00546,P0258,1,48965.17
OD001668,O00546,P0025,1,32682.8
OD001669,O00547,P0461,1,16984.87
OD001670,O00548,P0096,2,10335.48
OD001671,O00548,P0410,3,119283.99
OD001672,O00549,P0286,1,34386.6
OD001673,O00549,P0219,3,13061.79
OD001674,O00549,P0215,2,24470.64
OD001675,O00549,P0039,1,24312.94
OD001676,O00549,P0480,1,34183.23
OD001677,O00550,P0139,1,38016.17
OD001678,O00550,P0163,3,125196.42
OD001679,O00550,P0063,1,1796.02
OD001680,O00550,P0131,3,75404.82
OD001681,O00551,P0276,2,34132.26
OD001682,O00551,P0053,2,57477.82
OD001683,O00551,P0459,2,11751.96
OD001684,O00552,P0293,2,973.56
OD001685,O00552,P0260,2,8521.36
OD001686,O00553,P0151,1,33499.86
OD001687,O00553,P0050,2,97676.36
OD001688,O00554,P0279,3,68934.93
OD001689,O00555,P0247,2,83646.12
OD001690,O00555,P0477,1,40796.04
OD001691,O00555,P0338,2,76142.16
OD001692,O00555,P0149,1,33043.26
OD001693,O00555,P0318,1,15284.42
OD001694,O00556,P0255,3,67473.18
OD001695,O00556,P0439,2,36010.34
OD001696,O00557,P0401,2,8418.08
OD001697,O00557,P0263,1,6202.41
OD001698,O00558,P0057,3,96109.05
OD001699,O00558,P0322,1,37337.54
OD001700,O00559,P0006,3,67351.65
OD001701,O00559,P0195,1,38374.95
OD001702,O00559,P0069,2,87744.2
OD001703,O00560,P0474,2,12072.54
OD001704,O00560,P0101,1,11437.75
OD001705,O00561,P0132,3,50859.3
OD001706,O00561,P0009,3,96404.85
OD001707,O00561,P0479,2,41293.1
OD001708,O00561,P0260,2,8521.36
OD001709,O00562,P0376,3,127541.43
OD001710,O00562,P0112,3,21379.35
OD001711,O00563,P0362,3,54611.58
OD001712,O00563,P0251,3,39593.19
OD001713,O00563,P0076,2,67490.1
OD001714,O00563,P0154,3,80577.6
OD001715,O00564,P0104,1,25936.71
OD001716,O00564,P0375,2,22169.76
OD001717,O00564,P0438,1,25867.34
OD001718,O00564,P0471,2,8575.6
OD001719,O00564,P0443,1,3027.49
OD001720,O00565,P0080,2,44229.5
OD001721,O00565,P0101,2,22875.5
OD001722,O00565,P0313,3,110722.8
OD001723,O00566,P0479,3,61939.65
OD001724,O00566,P0257,2,35772.98
OD001725,O00566,P0402,1,5152.16
OD001726,O00566,P0290,1,26416.08
OD001727,O00567,P0124,2,77292.06
OD001728,O00567,P0448,2,15022.82
OD001729,O00567,P0434,1,5572.57
OD001730,O00567,P0154,3,80577.6
OD001731,O00567,P0282,2,77401.48
OD001732,O00568,P0062,3,2159.76
OD001733,O00568,P0324,2,38768.0
OD001734,O00569,P0352,2,45129.18
OD001735,O00569,P0247,3,125469.18
OD001736,O00569,P0217,3,130077.27
OD001737,O00569,P0411,2,38210.0
OD001738,O00569,P0103,2,87758.38
OD001739,O00570,P0138,3,6703.62
OD001740,O00570,P0175,2,21426.98
OD001741,O00570,P0145,3,57867.72
OD001742,O00571,P0363,1,26506.83
OD001743,O00571,P0097,3,64201.65
OD001744,O00572,P0103,1,43879.19
OD001745,O00573,P0059,1,5222.22
OD001746,O00573,P0383,2,79706.9
OD001747,O00573,P0198,2,9328.98
OD001748,O00574,P0295,1,197.81
OD001749,O00575,P0399,2,16717.48
OD001750,O00575,P0153,3,141786.9
OD001751,O00575,P0065,1,46224.7
OD001752,O00575,P0476,3,1905.42
OD001753,O00576,P0031,2,7414.64
OD001754,O00576,P0156,2,74164.72
OD001755,O00576,P0078,2,27738.42
OD001756,O00577,P0193,1,2379.84
OD001757,O00578,P0322,1,37337.54
OD001758,O00578,P0281,1,43942.41
OD001759,O00578,P0373,2,12923.86
OD001760,O00578,P0330,1,27768.67
OD001761,O00578,P0417,1,48161.82
OD001762,O00579,P0175,3,32140.47
OD001763,O00579,P0027,3,78936.45
OD001764,O00579,P0145,2,38578.48
OD001765,O00579,P0211,1,42595.97
OD001766,O00580,P0399,3,25076.22
OD001767,O00581,P0063,1,1796.02
OD001768,O00582,P0195,3,115124.85
OD001769,O00582,P0281,2,87884.82
OD001770,O00582,P0469,2,16872.68
OD001771,O00582,P0034,3,70359.51
OD001772,O00582,P0245,3,103332.3
OD001773,O00583,P0318,2,30568.84
OD001774,O00583,P0282,3,116102.22
OD001775,O00584,P0115,1,44401.73
OD001776,O00584,P0151,2,66999.72
OD001777,O00584,P0121,3,68977.5
OD001778,O00584,P0486,2,6785.26
OD001779,O00584,P0329,2,73052.7
OD001780,O00585,P0403,3,28722.63
OD001781,O00585,P0182,2,56661.3
OD001782,O00586,P0429,2,50452.34
OD001783,O00586,P0266,1,24933.26
OD001784,O00587,P0107,2,70374.92
OD001785,O00587,P0396,2,17500.22
OD001786,O00587,P0457,3,76672.47
OD001787,O00587,P0178,2,13485.0
OD001788,O00587,P0023,3,130126.53
OD001789,O00588,P0323,3,141014.67
OD001790,O00588,P0096,2,10335.48
OD001791,O00588,P0210,3,106218.45
OD001792,O00589,P0054,1,49403.07
OD001793,O00590,P0299,3,124803.18
OD001794,O00590,P0349,2,26848.34
OD001795,O00590,P0236,1,7364.61
OD001796,O00590,P0345,2,56514.24
OD001797,O00590,P0275,2,80521.88
OD001798,O00591,P0192,2,65762.18
OD001799,O00592,P0044,1,29870.75
OD001800,O00592,P0150,2,97940.48
OD001801,O00592,P0039,3,72938.82
OD001802,O00592,P0433,2,76772.62
OD001803,O00593,P0265,1,30863.16
OD001804,O00593,P0221,1,25026.69
OD001805,O00593,P0140,1,28789.71
OD001806,O00593,P0152,3,73262.82
OD001807,O00594,P0412,2,57957.92
OD001808,O00594,P0010,1,31464.13
OD001809,O00594,P0450,3,40029.45
OD001810,O00595,P0046,2,67462.54
OD001811,O00595,P0106,3,100278.9
OD001812,O00596,P0337,1,4887.85
OD001813,O00596,P0381,3,61088.67
OD001814,O00596,P0131,3,75404.82
OD001815,O00596,P0342,1,11727.32
OD001816,O00596,P0143,1,38572.8
OD001817,O00597,P0196,1,31927.62
OD001818,O00597,P0267,1,37125.93
OD001819,O00597,P0052,3,24391.11
OD001820,O00597,P0268,1,49631.1
OD001821,O00598,P0344,2,12377.94
OD001822,O00598,P0123,1,3842.47
OD001823,O00598,P0094,1,39141.36
OD001824,O00599,P0440,3,82513.62
OD001825,O00599,P0283,3,56423.25
OD001826,O00599,P0344,1,6188.97
OD001827,O00599,P0238,2,12684.94
OD001828,O00600,P0197,1,11828.38
OD001829,O00600,P0122,2,51261.12
OD001830,O00600,P0137,3,66228.84
OD001831,O00600,P0415,1,37467.77
OD001832,O00601,P0076,1,33745.05
OD001833,O00601,P0179,3,47695.89
OD001834,O00601,P0133,3,76822.5
OD001835,O00602,P0173,1,36346.52
OD001836,O00602,P0154,1,26859.2
OD001837,O00602,P0205,2,7789.2
OD001838,O00603,P0334,2,22224.86
OD001839,O00603,P0486,2,6785.26
OD001840,O00604,P0247,1,41823.06
OD001841,O00604,P0109,3,87512.13
OD001842,O00605,P0246,3,40356.72
OD001843,O00605,P0214,1,30393.59
OD001844,O00605,P0395,2,24363.1
OD001845,O00605,P0014,1,46778.4
OD001846,O00606,P0304,2,8945.54
OD001847,O00606,P0161,2,57995.8
OD001848,O00606,P0046,3,101193.81
OD001849,O00607,P0255,2,44982.12
OD001850,O00608,P0221,1,25026.69
OD001851,O00608,P0500,3,91848.72
OD001852,O00608,P0429,3,75678.51
OD001853,O00608,P0007,1,3639.73
OD001854,O00609,P0463,1,8622.35
OD001855,O00610,P0390,2,94094.3
OD001856,O00610,P0216,3,15772.17
OD001857,O00611,P0487,1,26054.97
OD001858,O00611,P0198,3,13993.47
OD001859,O00611,P0111,3,41311.53
OD001860,O00612,P0316,2,20940.64
OD001861,O00612,P0458,1,30814.65
OD001862,O00612,P0482,1,36394.17
OD001863,O00612,P0076,1,33745.05
OD001864,O00612,P0165,2,74513.26
OD001865,O00613,P0455,3,72739.2
OD001866,O00613,P0248,1,37715.55
OD001867,O00613,P0033,1,7304.63
OD001868,O00613,P0197,1,11828.38
OD001869,O00613,P0061,1,42843.58
OD001870,O00614,P0402,3,15456.48
OD001871,O00614,P0289,1,4903.97
OD001872,O00614,P0290,1,26416.08
OD001873,O00614,P0012,3,48305.67
OD001874,O00615,P0344,2,12377.94
OD001875,O00615,P0433,2,76772.62
OD001876,O00615,P0127,3,129659.79
OD001877,O00615,P0253,3,86577.21
OD001878,O00616,P0175,1,10713.49
OD001879,O00616,P0354,3,126463.92
OD001880,O00616,P0053,3,86216.73
OD001881,O00616,P0026,1,13404.03
OD001882,O00616,P0247,1,41823.06
OD001883,O00617,P0226,3,66075.81
OD001884,O00617,P0464,3,118725.51
OD001885,O00618,P0495,1,17681.55
OD001886,O00618,P0244,2,89479.28
OD001887,O00618,P0405,3,110104.23
OD001888,O00618,P0237,1,12800.95
OD001889,O00619,P0159,3,50661.93
OD001890,O00619,P0426,3,99483.48
OD001891,O00619,P0326,1,18953.49
OD001892,O00619,P0409,3,144209.07
OD001893,O00619,P0170,1,26961.11
OD001894,O00620,P0371,1,15840.23
OD001895,O00620,P0381,1,20362.89
OD001896,O00620,P0235,3,108055.71
OD001897,O00621,P0055,2,19695.38
OD001898,O00621,P0317,1,48728.05
OD001899,O00622,P0298,2,20241.46
OD001900,O00622,P0168,2,32032.26
OD001901,O00622,P0005,3,52666.62
OD001902,O00623,P0481,1,19065.63
OD001903,O00623,P0300,1,10069.79
OD001904,O00624,P0218,3,77952.3
OD001905,O00624,P0163,3,125196.42
OD001906,O00624,P0353,1,12904.16
OD001907,O00625,P0285,2,98337.66
OD001908,O00625,P0384,3,90830.04
OD001909,O00625,P0186,2,79487.62
OD001910,O00625,P0230,3,38824.17
OD001911,O00626,P0392,3,34217.16
OD001912,O00626,P0499,3,67137.24
OD001913,O00626,P0197,1,11828.38
OD001914,O00626,P0136,2,5983.36
OD001915,O00626,P0436,3,53721.63
OD001916,O00627,P0430,3,130055.04
OD001917,O00628,P0065,1,46224.7
OD001918,O00629,P0085,3,99549.84
OD001919,O00629,P0004,2,29527.22
OD001920,O00630,P0229,2,36994.14
OD001921,O00631,P0463,3,25867.05
OD001922,O00631,P0343,3,108763.23
OD001923,O00632,P0189,2,42234.28
OD001924,O00633,P0480,3,102549.69
OD001925,O00634,P0107,3,105562.38
OD001926,O00634,P0407,1,15477.24
OD001927,O00634,P0487,2,52109.94
OD001928,O00635,P0036,2,49027.96
OD001929,O00635,P0459,3,17627.94
OD001930,O00636,P0214,3,91180.77
OD001931,O00636,P0377,2,31018.98
OD001932,O00636,P0081,2,34751.26
OD001933,O00636,P0373,3,19385.79
OD001934,O00636,P0114,3,35694.45
OD001935,O00637,P0002,3,89430.96
OD001936,O00638,P0357,3,25863.24
OD001937,O00638,P0296,3,20657.25
OD001938,O00638,P0303,2,91623.1
OD001939,O00639,P0014,2,93556.8
OD001940,O00639,P0158,1,747.56
OD001941,O00639,P0163,3,125196.42
OD001942,O00639,P0412,3,86936.88
OD001943,O00640,P0424,1,13776.75
OD001944,O00640,P0197,3,35485.14
OD001945,O00640,P0330,3,83306.01
OD001946,O00640,P0007,1,3639.73
OD001947,O00640,P0294,2,57791.32
OD001948,O00641,P0374,1,35723.66
OD001949,O00641,P0294,3,86686.98
OD001950,O00641,P0007,3,10919.19
OD001951,O00641,P0118,1,35996.16
OD001952,O00641,P0291,1,38797.98
OD001953,O00642,P0004,3,44290.83
OD001954,O00642,P0139,2,76032.34
OD001955,O00642,P0332,3,142239.54
OD001956,O00642,P0297,2,79609.82
OD001957,O00643,P0365,1,7195.14
OD001958,O00643,P0353,1,12904.16
OD001959,O00643,P0493,2,52132.16
OD001960,O00644,P0424,1,13776.75
OD001961,O00644,P0306,1,44948.53
OD001962,O00644,P0386,3,80619.09
OD001963,O00644,P0324,3,58152.0
OD001964,O00644,P0421,1,37593.63
OD001965,O00645,P0375,1,11084.88
OD001966,O00646,P0005,2,35111.08
OD001967,O00646,P0281,2,87884.82
OD001968,O00646,P0361,1,22373.88
OD001969,O00647,P0376,2,85027.62
OD001970,O00648,P0389,2,5980.18
OD001971,O00648,P0076,2,67490.1
OD001972,O00648,P0344,2,12377.94
OD001973,O00648,P0495,2,35363.1
OD001974,O00649,P0357,2,17242.16
OD001975,O00649,P0074,3,94801.77
OD001976,O00650,P0335,1,27474.41
OD001977,O00650,P0328,2,15271.74
OD001978,O00650,P0299,3,124803.18
OD001979,O00650,P0048,2,31938.52
OD001980,O00650,P0130,2,54957.94
OD001981,O00651,P0429,3,75678.51
OD001982,O00651,P0356,1,1746.39
OD001983,O00651,P0234,1,31655.12
OD001984,O00651,P0343,2,72508.82
OD001985,O00652,P0469,3,25309.02
OD001986,O00652,P0472,3,131333.7
OD001987,O00652,P0258,3,146895.51
OD001988,O00653,P0194,1,49657.42
OD001989,O00653,P0033,1,7304.63
OD001990,O00653,P0216,3,15772.17
OD001991,O00653,P0380,3,25064.49
OD001992,O00654,P0260,1,4260.68
OD001993,O00654,P0107,2,70374.92
OD001994,O00655,P0143,2,77145.6
OD001995,O00655,P0325,1,8305.03
OD001996,O00656,P0427,1,32006.32
OD001997,O00656,P0443,3,9082.47
OD001998,O00656,P0204,1,36853.4
OD001999,O00656,P0455,3,72739.2
OD002000,O00657,P0195,2,76749.9
OD002001,O00657,P0410,2,79522.66
OD002002,O00657,P0125,2,89951.32
OD002003,O00657,P0147,1,3515.25
OD002004,O00658,P0453,2,68881.92
OD002005,O00658,P0232,3,143019.57
OD002006,O00658,P0290,2,52832.16
OD002007,O00658,P0263,3,18607.23
OD002008,O00659,P0434,1,5572.57
OD002009,O00659,P0368,1,28749.17
OD002010,O00659,P0087,1,2608.49
OD002011,O00659,P0363,3,79520.49
OD002012,O00660,P0001,3,137432.34
OD002013,O00660,P0384,3,90830.04
OD002014,O00661,P0301,1,17437.95
OD002015,O00661,P0032,2,44264.78
OD002016,O00661,P0001,3,137432.34
OD002017,O00662,P0476,3,1905.42
OD002018,O00662,P0395,1,12181.55
OD002019,O00663,P0200,2,27882.88
OD002020,O00663,P0247,3,125469.18
OD002021,O00663,P0097,1,21400.55
OD002022,O00663,P0377,3,46528.47
OD002023,O00663,P0154,1,26859.2
OD002024,O00664,P0318,2,30568.84
OD002025,O00664,P0018,3,116837.01
OD002026,O00664,P0139,3,114048.51
OD002027,O00664,P0295,3,593.43
OD002028,O00664,P0424,2,27553.5
OD002029,O00665,P0210,3,106218.45
OD002030,O00665,P0395,3,36544.65
OD002031,O00665,P0119,2,47581.1
OD002032,O00665,P0406,1,35664.69
OD002033,O00665,P0273,1,36008.68
OD002034,O00666,P0269,2,69805.24
OD002035,O00666,P0153,1,47262.3
OD002036,O00667,P0234,3,94965.36
OD002037,O00667,P0115,3,133205.19
OD002038,O00668,P0073,1,29600.94
OD002039,O00668,P0095,1,43421.39
OD002040,O00668,P0469,3,25309.02
OD002041,O00668,P0476,2,1270.28
OD002042,O00669,P0113,3,23065.26
OD002043,O00669,P0493,1,26066.08
OD002044,O00669,P0268,1,49631.1
OD002045,O00669,P0282,2,77401.48
OD002046,O00669,P0364,3,85298.49
OD002047,O00670,P0070,3,46880.16
OD002048,O00671,P0020,2,56746.7
OD002049,O00671,P0483,2,16750.58
OD002050,O00671,P0289,1,4903.97
OD002051,O00671,P0040,3,83836.95
OD002052,O00671,P0383,3,119560.35
OD002053,O00672,P0050,2,97676.36
OD002054,O00673,P0344,1,6188.97
OD002055,O00673,P0391,1,43651.0
OD002056,O00674,P0350,2,69662.16
OD002057,O00674,P0271,1,25241.9
OD002058,O00674,P0448,2,15022.82
OD002059,O00674,P0326,1,18953.49
OD002060,O00675,P0099,3,15261.24
OD002061,O00675,P0113,1,7688.42
OD002062,O00676,P0393,3,60485.07
OD002063,O00676,P0221,2,50053.38
OD002064,O00676,P0233,3,16605.78
OD002065,O00677,P0167,2,19615.54
OD002066,O00677,P0417,2,96323.64
OD002067,O00677,P0206,2,32835.72
OD002068,O00678,P0250,3,48252.99
OD002069,O00678,P0203,3,34424.31
OD002070,O00678,P0060,1,25955.43
OD002071,O00678,P0302,3,53849.7
OD002072,O00679,P0102,2,83404.84
OD002073,O00680,P0449,3,95631.57
OD002074,O00680,P0189,3,63351.42
OD002075,O00681,P0380,2,16709.66
OD002076,O00681,P0285,3,147506.49
OD002077,O00681,P0351,3,50607.87
OD002078,O00682,P0436,2,35814.42
OD002079,O00682,P0201,1,38270.76
OD002080,O00682,P0133,3,76822.5
OD002081,O00682,P0296,3,20657.25
OD002082,O00683,P0470,1,6525.32
OD002083,O00683,P0188,1,13140.53
OD002084,O00683,P0386,2,53746.06
OD002085,O00683,P0078,2,27738.42
OD002086,O00684,P0267,1,37125.93
OD002087,O00684,P0337,2,9775.7
OD002088,O00684,P0120,1,37572.81
OD002089,O00684,P0351,3,50607.87
OD002090,O00684,P0387,3,111334.47
OD002091,O00685,P0057,3,96109.05
OD002092,O00685,P0035,1,44323.81
OD002093,O00686,P0437,3,50017.62
